O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma
19-2012.00,Physicists,0.5454545454545454,0.75,0.9545454545454546,0.5,0.6363636363636364,0.7727272727272727
19-2021.00,Atmospheric and Space Scientists,0.1739130434782608,0.5652173913043478,0.9565217391304348,0.3478260869565217,0.6086956521739131,0.8695652173913043
19-2031.00,Chemists,0.08,0.38,0.68,0.28,0.4,0.52
19-2032.00,Materials Scientists,0.1379310344827586,0.4827586206896551,0.8275862068965517,0.4482758620689655,0.5172413793103449,0.5862068965517241
19-2041.00,"Environmental Scientists and Specialists, Including Health",0.032258064516129,0.5,0.967741935483871,0.4838709677419355,0.7258064516129032,0.967741935483871
19-2041.01,Climate Change Policy Analysts,0.0714285714285714,0.5357142857142857,1.0,0.5714285714285714,0.75,0.9285714285714284
19-2041.02,Environmental Restoration Planners,0.0869565217391304,0.5217391304347826,0.9565217391304348,0.3478260869565217,0.6521739130434783,0.9565217391304348
19-2041.03,Industrial Ecologists,0.0588235294117647,0.5294117647058824,1.0,0.4558823529411764,0.7132352941176471,0.9705882352941176
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",0.1111111111111111,0.4666666666666667,0.8222222222222223,0.2888888888888889,0.4777777777777778,0.6666666666666667
19-2043.00,Hydrologists,0.125,0.5,0.875,0.2916666666666666,0.53125,0.7708333333333333
19-2099.01,Remote Sensing Scientists and Technologists,0.0,0.4565217391304347,0.9130434782608696,0.1521739130434782,0.4456521739130434,0.7391304347826086
19-3011.00,Economists,0.0,0.5,1.0,0.3333333333333333,0.4583333333333333,0.5833333333333333
19-3011.01,Environmental Economists,0.2105263157894736,0.6052631578947368,1.0,0.5526315789473684,0.7763157894736842,1.0
19-3022.00,Survey Researchers,0.25,0.625,1.0,0.75,0.84375,0.9375
19-3032.00,Industrial-Organizational Psychologists,0.0888888888888888,0.4888888888888889,0.888888888888889,0.3555555555555555,0.5888888888888889,0.8222222222222223
19-3033.00,Clinical and Counseling Psychologists,0.0925925925925925,0.3703703703703703,0.6481481481481481,0.3333333333333333,0.5092592592592592,0.6851851851851851
19-3034.00,School Psychologists,0.0,0.3918918918918919,0.7837837837837838,0.3243243243243243,0.5810810810810811,0.8378378378378379
19-3039.02,Neuropsychologists,0.0714285714285714,0.4642857142857142,0.8571428571428571,0.2142857142857142,0.2857142857142857,0.3571428571428571
19-3039.03,Clinical Neuropsychologists,0.0555555555555555,0.4444444444444444,0.8333333333333333,0.2222222222222222,0.2777777777777778,0.3333333333333333
19-3041.00,Sociologists,0.1538461538461538,0.5384615384615385,0.9230769230769232,0.3846153846153846,0.6153846153846154,0.8461538461538463
19-3051.00,Urban and Regional Planners,0.0,0.4772727272727273,0.9545454545454546,0.2727272727272727,0.5795454545454546,0.8863636363636364
19-3091.00,Anthropologists and Archeologists,0.0517241379310344,0.4396551724137931,0.8275862068965517,0.293103448275862,0.5172413793103449,0.7413793103448276
19-3092.00,Geographers,0.1666666666666666,0.4999999999999999,0.8333333333333333,0.0833333333333333,0.375,0.6666666666666666
19-3093.00,Historians,0.1052631578947368,0.4736842105263157,0.8421052631578947,0.3157894736842105,0.5,0.6842105263157894
19-3094.00,Political Scientists,0.0416666666666666,0.4791666666666666,0.9166666666666666,0.25,0.5416666666666666,0.8333333333333333
19-3099.01,Transportation Planners,0.0930232558139534,0.5232558139534884,0.9534883720930232,0.3720930232558139,0.6627906976744186,0.9534883720930232
19-4012.00,Agricultural Technicians,0.1944444444444444,0.3194444444444444,0.4444444444444444,0.1111111111111111,0.1666666666666666,0.2222222222222222
19-4012.01,Precision Agriculture Technicians,0.0909090909090909,0.5,0.9090909090909092,0.2272727272727273,0.5,0.7727272727272727
19-4013.00,Food Science Technicians,0.2857142857142857,0.3571428571428571,0.4285714285714285,0.1071428571428571,0.2857142857142857,0.4642857142857142
19-4021.00,Biological Technicians,0.2,0.4166666666666666,0.6333333333333333,0.0666666666666666,0.2666666666666666,0.4666666666666667
19-4031.00,Chemical Technicians,0.1428571428571428,0.3928571428571428,0.6428571428571428,0.2857142857142857,0.3928571428571428,0.5
19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.2444444444444444,0.4555555555555556,0.6666666666666667,0.2444444444444444,0.4222222222222222,0.6
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.048780487804878,0.3902439024390244,0.7317073170731707,0.073170731707317,0.3048780487804878,0.5365853658536586
19-4044.00,Hydrologic Technicians,0.1875,0.5,0.8125,0.25,0.53125,0.8125
19-4051.00,Nuclear Technicians,0.0714285714285714,0.1428571428571428,0.2142857142857142,0.0714285714285714,0.25,0.4285714285714285
19-4051.02,Nuclear Monitoring Technicians,0.1515151515151515,0.2272727272727273,0.303030303030303,0.1515151515151515,0.3181818181818182,0.4848484848484848
19-4061.00,Social Science Research Assistants,0.4242424242424242,0.6666666666666667,0.9090909090909092,0.3939393939393939,0.6212121212121212,0.8484848484848485
19-4071.00,Forest and Conservation Technicians,0.0769230769230769,0.3269230769230769,0.576923076923077,0.1153846153846153,0.3269230769230769,0.5384615384615385
19-4092.00,Forensic Science Technicians,0.064516129032258,0.3870967741935484,0.7096774193548387,0.064516129032258,0.1935483870967742,0.3225806451612903
19-4099.01,Quality Control Analysts,0.2127659574468085,0.5212765957446809,0.8297872340425532,0.2553191489361702,0.4787234042553191,0.7021276595744681
19-4099.03,Remote Sensing Technicians,0.0967741935483871,0.5483870967741935,1.0,0.1290322580645161,0.4677419354838709,0.8064516129032258
19-5011.00,Occupational Health and Safety Specialists,0.0476190476190476,0.3333333333333333,0.6190476190476191,0.2857142857142857,0.3571428571428571,0.4285714285714285
19-5012.00,Occupational Health and Safety Technicians,0.125,0.3958333333333333,0.6666666666666666,0.25,0.4166666666666666,0.5833333333333333
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.0888888888888888,0.2,0.3111111111111111,0.1777777777777777,0.2888888888888889,0.4
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",0.0526315789473684,0.2894736842105263,0.5263157894736842,0.2456140350877192,0.3245614035087719,0.4035087719298245
21-1013.00,Marriage and Family Therapists,0.074074074074074,0.1111111111111111,0.1481481481481481,0.1851851851851851,0.2777777777777778,0.3703703703703703
21-1014.00,Mental Health Counselors,0.0784313725490196,0.2549019607843137,0.4313725490196078,0.1176470588235294,0.2647058823529412,0.4117647058823529
21-1015.00,Rehabilitation Counselors,0.064516129032258,0.3548387096774194,0.6451612903225806,0.2580645161290322,0.4677419354838709,0.6774193548387096
21-1021.00,"Child, Family, and School Social Workers",0.0571428571428571,0.2428571428571428,0.4285714285714285,0.1714285714285714,0.3,0.4285714285714285
21-1022.00,Healthcare Social Workers,0.03125,0.34375,0.65625,0.1875,0.421875,0.65625
21-1023.00,Mental Health and Substance Abuse Social Workers,0.0,0.2708333333333333,0.5416666666666666,0.1666666666666666,0.3541666666666666,0.5416666666666666
21-1091.00,Health Education Specialists,0.2580645161290322,0.532258064516129,0.8064516129032258,0.2580645161290322,0.5,0.7419354838709677
21-1092.00,Probation Officers and Correctional Treatment Specialists,0.1578947368421052,0.3947368421052631,0.631578947368421,0.2894736842105263,0.4473684210526315,0.6052631578947368
21-1093.00,Social and Human Service Assistants,0.2142857142857142,0.3928571428571428,0.5714285714285714,0.2857142857142857,0.375,0.4642857142857142
21-1094.00,Community Health Workers,0.0833333333333333,0.3194444444444444,0.5555555555555556,0.2777777777777778,0.3472222222222222,0.4166666666666666
21-2011.00,Clergy,0.1904761904761904,0.3333333333333333,0.4761904761904761,0.1904761904761904,0.238095238095238,0.2857142857142857
21-2021.00,"Directors, Religious Activities and Education",0.1515151515151515,0.4393939393939394,0.7272727272727273,0.303030303030303,0.4545454545454546,0.6060606060606061
23-1011.00,Lawyers,0.0,0.425,0.8500000000000001,0.15,0.475,0.8
23-1012.00,Judicial Law Clerks,0.1379310344827586,0.5172413793103449,0.896551724137931,0.0,0.4482758620689655,0.896551724137931
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.1538461538461538,0.5,0.8461538461538463,0.0769230769230769,0.3461538461538461,0.6153846153846154
23-1022.00,"Arbitrators, Mediators, and Conciliators",0.0967741935483871,0.5,0.9032258064516128,0.0967741935483871,0.3709677419354839,0.6451612903225806
23-1023.00,"Judges, Magistrate Judges, and Magistrates",0.0,0.4166666666666666,0.8333333333333333,0.0555555555555555,0.25,0.4444444444444444
23-2011.00,Paralegals and Legal Assistants,0.2,0.525,0.8500000000000001,0.05,0.45,0.8500000000000001
23-2093.00,"Title Examiners, Abstractors, and Searchers",0.2142857142857142,0.5714285714285714,0.9285714285714284,0.25,0.5535714285714285,0.8571428571428571
25-1011.00,"Business Teachers, Postsecondary",0.1818181818181818,0.4886363636363636,0.7954545454545455,0.1818181818181818,0.4204545454545454,0.6590909090909091
25-1021.00,"Computer Science Teachers, Postsecondary",0.1666666666666666,0.5119047619047619,0.8571428571428571,0.1428571428571428,0.369047619047619,0.5952380952380952
25-1022.00,"Mathematical Science Teachers, Postsecondary",0.2972972972972973,0.5405405405405406,0.7837837837837838,0.1891891891891892,0.4324324324324324,0.6756756756756757
25-1031.00,"Architecture Teachers, Postsecondary",0.1951219512195122,0.4878048780487805,0.7804878048780488,0.2195121951219512,0.426829268292683,0.6341463414634146
25-1032.00,"Engineering Teachers, Postsecondary",0.1428571428571428,0.5,0.8571428571428571,0.2142857142857142,0.4166666666666666,0.6190476190476191
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",0.2222222222222222,0.5,0.7777777777777778,0.4444444444444445,0.5888888888888889,0.7333333333333334
25-1042.00,"Biological Science Teachers, Postsecondary",0.1428571428571428,0.4693877551020408,0.7959183673469387,0.2040816326530612,0.3979591836734693,0.5918367346938775
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",0.1956521739130434,0.4782608695652174,0.7608695652173912,0.217391304347826,0.4239130434782608,0.6304347826086957
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.175,0.475,0.775,0.15,0.4,0.65
25-1052.00,"Chemistry Teachers, Postsecondary",0.1764705882352941,0.4313725490196078,0.6862745098039216,0.2352941176470588,0.4019607843137255,0.5686274509803921
25-1053.00,"Environmental Science Teachers, Postsecondary",0.2608695652173913,0.5217391304347826,0.7826086956521738,0.1956521739130434,0.4239130434782608,0.6521739130434783
25-1054.00,"Physics Teachers, Postsecondary",0.1162790697674418,0.4186046511627906,0.7209302325581395,0.1627906976744186,0.3720930232558139,0.5813953488372093
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",0.2857142857142857,0.520408163265306,0.7551020408163265,0.183673469387755,0.4081632653061224,0.6326530612244897
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.2222222222222222,0.5,0.7777777777777778,0.2444444444444444,0.4444444444444445,0.6444444444444445
25-1063.00,"Economics Teachers, Postsecondary",0.1463414634146341,0.475609756097561,0.8048780487804879,0.2195121951219512,0.4390243902439024,0.6585365853658537
25-1064.00,"Geography Teachers, Postsecondary",0.1818181818181818,0.4772727272727273,0.7727272727272727,0.25,0.4659090909090909,0.6818181818181819
25-1065.00,"Political Science Teachers, Postsecondary",0.1707317073170731,0.475609756097561,0.7804878048780488,0.1951219512195122,0.4146341463414634,0.6341463414634146
25-1066.00,"Psychology Teachers, Postsecondary",0.16,0.48,0.8,0.16,0.39,0.62
25-1067.00,"Sociology Teachers, Postsecondary",0.1363636363636363,0.4318181818181818,0.7272727272727273,0.2045454545454545,0.3977272727272727,0.5909090909090909
25-1071.00,"Health Specialties Teachers, Postsecondary",0.125,0.475,0.8250000000000001,0.175,0.3875,0.6000000000000001
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",0.1568627450980392,0.4019607843137255,0.6470588235294118,0.1372549019607843,0.3725490196078431,0.6078431372549019
25-1081.00,"Education Teachers, Postsecondary",0.1666666666666666,0.4880952380952381,0.8095238095238095,0.1904761904761904,0.4404761904761904,0.6904761904761905
25-1082.00,"Library Science Teachers, Postsecondary",0.2127659574468085,0.5106382978723404,0.8085106382978723,0.2340425531914893,0.425531914893617,0.6170212765957447
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.225,0.5,0.775,0.2,0.4375,0.675
25-1112.00,"Law Teachers, Postsecondary",0.125,0.45,0.775,0.425,0.5875,0.75
25-1113.00,"Social Work Teachers, Postsecondary",0.1590909090909091,0.4204545454545454,0.6818181818181819,0.2954545454545454,0.5113636363636364,0.7272727272727273
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",0.125,0.4375,0.75,0.375,0.59375,0.8125
25-1122.00,"Communications Teachers, Postsecondary",0.125,0.425,0.7250000000000001,0.325,0.5750000000000001,0.8250000000000001
25-1123.00,"English Language and Literature Teachers, Postsecondary",0.25,0.5267857142857143,0.8035714285714285,0.3571428571428571,0.5714285714285714,0.7857142857142857
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",0.2666666666666666,0.5333333333333333,0.8,0.2888888888888889,0.5666666666666667,0.8444444444444444
25-1125.00,"History Teachers, Postsecondary",0.2222222222222222,0.5111111111111112,0.8,0.3555555555555555,0.5888888888888889,0.8222222222222223
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",0.25,0.5113636363636364,0.7727272727272727,0.3636363636363636,0.5909090909090909,0.8181818181818182
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",0.2,0.5375,0.875,0.4,0.65,0.9
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",0.2790697674418604,0.5581395348837209,0.8372093023255813,0.3720930232558139,0.6162790697674418,0.8604651162790697
25-1194.00,"Career/Technical Education Teachers, Postsecondary",0.1282051282051282,0.4871794871794871,0.8461538461538461,0.2051282051282051,0.4487179487179487,0.6923076923076923
25-2011.00,"Preschool Teachers, Except Special Education",0.0606060606060606,0.2272727272727273,0.3939393939393939,0.1515151515151515,0.3106060606060606,0.4696969696969697
25-2012.00,"Kindergarten Teachers, Except Special Education",0.0547945205479452,0.2328767123287671,0.410958904109589,0.136986301369863,0.2945205479452054,0.4520547945205479
25-2021.00,"Elementary School Teachers, Except Special Education",0.054054054054054,0.3108108108108108,0.5675675675675675,0.1351351351351351,0.3108108108108108,0.4864864864864865
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",0.072463768115942,0.3478260869565217,0.6231884057971014,0.2028985507246377,0.3405797101449275,0.4782608695652174
25-2023.00,"Career/Technical Education Teachers, Middle School",0.1935483870967742,0.3225806451612903,0.4516129032258064,0.1612903225806451,0.3387096774193548,0.5161290322580645
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",0.0317460317460317,0.3333333333333333,0.6349206349206349,0.1587301587301587,0.3412698412698413,0.5238095238095237
25-2032.00,"Career/Technical Education Teachers, Secondary School",0.1515151515151515,0.3333333333333333,0.5151515151515151,0.1212121212121212,0.3333333333333333,0.5454545454545454
25-2051.00,"Special Education Teachers, Preschool",0.1142857142857142,0.1999999999999999,0.2857142857142857,0.1714285714285714,0.3071428571428571,0.4428571428571428
25-2055.00,"Special Education Teachers, Kindergarten",0.1,0.25,0.4,0.1666666666666666,0.35,0.5333333333333333
25-2056.00,"Special Education Teachers, Elementary School",0.1,0.3166666666666666,0.5333333333333333,0.1666666666666666,0.35,0.5333333333333333
25-2057.00,"Special Education Teachers, Middle School",0.0779220779220779,0.3051948051948052,0.5324675324675325,0.1298701298701298,0.3051948051948052,0.4805194805194805
25-2058.00,"Special Education Teachers, Secondary School",0.1025641025641025,0.3012820512820512,0.5,0.1538461538461538,0.2948717948717949,0.4358974358974359
25-2059.01,Adapted Physical Education Specialists,0.3,0.475,0.65,0.2,0.25,0.3
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.1764705882352941,0.4044117647058823,0.6323529411764706,0.2205882352941176,0.4264705882352941,0.6323529411764706
25-3021.00,Self-Enrichment Teachers,0.16,0.36,0.56,0.2,0.38,0.56
25-3031.00,"Substitute Teachers, Short-Term",0.2777777777777778,0.3611111111111111,0.4444444444444444,0.0,0.0833333333333333,0.1666666666666666
25-3041.00,Tutors,0.1714285714285714,0.5428571428571428,0.9142857142857144,0.1714285714285714,0.3714285714285714,0.5714285714285714
25-4011.00,Archivists,0.0769230769230769,0.5,0.9230769230769232,0.2307692307692307,0.5,0.7692307692307693
25-4012.00,Curators,0.1481481481481481,0.5,0.8518518518518519,0.2592592592592592,0.5185185185185185,0.7777777777777777
25-4013.00,Museum Technicians and Conservators,0.0526315789473684,0.2368421052631578,0.4210526315789473,0.1052631578947368,0.2368421052631578,0.3684210526315789
25-4022.00,Librarians and Media Collections Specialists,0.1578947368421052,0.5350877192982456,0.912280701754386,0.2631578947368421,0.5,0.7368421052631579
25-4031.00,Library Technicians,0.3846153846153846,0.5673076923076923,0.75,0.2692307692307693,0.5288461538461539,0.7884615384615385
25-9021.00,Farm and Home Management Educators,0.074074074074074,0.3703703703703703,0.6666666666666666,0.3703703703703703,0.537037037037037,0.7037037037037037
25-9031.00,Instructional Coordinators,0.175,0.4875,0.8,0.275,0.525,0.775
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",0.2666666666666666,0.3666666666666666,0.4666666666666667,0.1666666666666666,0.2833333333333333,0.4
25-9043.00,"Teaching Assistants, Special Education",0.1666666666666666,0.2666666666666666,0.3666666666666666,0.1333333333333333,0.25,0.3666666666666666
25-9044.00,"Teaching Assistants, Postsecondary",0.3333333333333333,0.5303030303030303,0.7272727272727273,0.1818181818181818,0.3636363636363636,0.5454545454545454
27-1011.00,Art Directors,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4310344827586206,0.7931034482758621
27-1012.00,Craft Artists,0.0,0.2586206896551724,0.5172413793103449,0.0689655172413793,0.2241379310344827,0.3793103448275862
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0,0.425,0.8500000000000001,0.05,0.3125,0.5750000000000001
27-1014.00,Special Effects Artists and Animators,0.05,0.525,1.0,0.05,0.475,0.9
27-1021.00,Commercial and Industrial Designers,0.0,0.4655172413793103,0.9310344827586208,0.0689655172413793,0.4137931034482758,0.7586206896551724
27-1022.00,Fashion Designers,0.0,0.390625,0.78125,0.125,0.375,0.625
27-1023.00,Floral Designers,0.0666666666666666,0.1999999999999999,0.3333333333333333,0.1,0.2666666666666666,0.4333333333333333
27-1024.00,Graphic Designers,0.0,0.5,1.0,0.0,0.4107142857142857,0.8214285714285714
27-1025.00,Interior Designers,0.0,0.5,1.0,0.1379310344827586,0.3620689655172414,0.5862068965517241
27-1026.00,Merchandise Displayers and Window Trimmers,0.0,0.3048780487804878,0.6097560975609756,0.0975609756097561,0.2682926829268293,0.4390243902439024
27-1027.00,Set and Exhibit Designers,0.0,0.3913043478260869,0.7826086956521738,0.1521739130434782,0.358695652173913,0.5652173913043478
27-2011.00,Actors,0.15625,0.1875,0.21875,0.125,0.15625,0.1875
27-2012.00,Producers and Directors,0.1702127659574468,0.4680851063829787,0.7659574468085106,0.2553191489361702,0.4787234042553191,0.7021276595744681
27-2012.03,Media Programming Directors,0.1282051282051282,0.4871794871794871,0.8461538461538461,0.4615384615384615,0.6153846153846154,0.7692307692307692
27-2012.04,Talent Directors,0.0769230769230769,0.5,0.9230769230769232,0.0769230769230769,0.3461538461538461,0.6153846153846154
27-2012.05,Media Technical Directors/Managers,0.0,0.4230769230769231,0.8461538461538463,0.0769230769230769,0.3076923076923077,0.5384615384615385
27-2021.00,Athletes and Sports Competitors,0.0,0.0,0.0,0.0,0.0,0.0
27-2022.00,Coaches and Scouts,0.0666666666666666,0.3,0.5333333333333333,0.0444444444444444,0.1444444444444444,0.2444444444444444
27-2023.00,"Umpires, Referees, and Other Sports Officials",0.2499999999999999,0.3125,0.375,0.125,0.1666666666666666,0.2083333333333333
27-2031.00,Dancers,0.0,0.0208333333333333,0.0416666666666666,0.0,0.0416666666666666,0.0833333333333333
27-2032.00,Choreographers,0.0571428571428571,0.2714285714285714,0.4857142857142857,0.1428571428571428,0.1714285714285714,0.2
27-2041.00,Music Directors and Composers,0.5263157894736842,0.7105263157894737,0.894736842105263,0.175438596491228,0.2807017543859649,0.3859649122807017
27-2042.00,Musicians and Singers,0.2448979591836734,0.4081632653061224,0.5714285714285714,0.1020408163265306,0.1326530612244897,0.1632653061224489
27-2091.00,"Disc Jockeys, Except Radio",0.4210526315789473,0.5263157894736842,0.631578947368421,0.1578947368421052,0.3684210526315789,0.5789473684210527
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,0.4,0.65,0.9,0.475,0.5375,0.6000000000000001
27-3023.00,"News Analysts, Reporters, and Journalists",0.3,0.65,1.0,0.4333333333333333,0.6333333333333333,0.8333333333333334
27-3031.00,Public Relations Specialists,0.2424242424242424,0.5909090909090909,0.9393939393939394,0.6363636363636364,0.7878787878787878,0.9393939393939394
27-3041.00,Editors,0.3529411764705882,0.6470588235294118,0.9411764705882352,0.5294117647058824,0.6470588235294118,0.7647058823529411
27-3042.00,Technical Writers,0.4666666666666667,0.7,0.9333333333333332,0.3333333333333333,0.6333333333333333,0.9333333333333332
27-3043.00,Writers and Authors,0.7307692307692308,0.8653846153846154,1.0,0.6153846153846154,0.8076923076923077,1.0
27-3043.05,"Poets, Lyricists and Creative Writers",0.8888888888888888,0.8888888888888888,0.8888888888888888,0.6666666666666666,0.7407407407407407,0.8148148148148148
27-3091.00,Interpreters and Translators,0.88,0.88,0.88,0.8,0.84,0.88
27-3092.00,Court Reporters and Simultaneous Captioners,0.9166666666666666,0.9583333333333331,1.0,0.125,0.5208333333333333,0.9166666666666666
27-4011.00,Audio and Video Technicians,0.125,0.4375,0.75,0.125,0.3,0.475
27-4012.00,Broadcast Technicians,0.2857142857142857,0.5238095238095237,0.7619047619047619,0.0952380952380952,0.2142857142857142,0.3333333333333333
27-4014.00,Sound Engineering Technicians,0.074074074074074,0.4259259259259259,0.7777777777777777,0.0,0.2777777777777778,0.5555555555555556
27-4015.00,Lighting Technicians,0.0625,0.15625,0.25,0.0,0.09375,0.1875
27-4021.00,Photographers,0.0416666666666666,0.3854166666666666,0.7291666666666666,0.0208333333333333,0.21875,0.4166666666666666
27-4031.00,"Camera Operators, Television, Video, and Film",0.0606060606060606,0.4242424242424242,0.7878787878787878,0.0303030303030303,0.1818181818181818,0.3333333333333333
27-4032.00,Film and Video Editors,0.1111111111111111,0.5277777777777778,0.9444444444444444,0.1388888888888889,0.4722222222222222,0.8055555555555555
29-1011.00,Chiropractors,0.1818181818181818,0.4545454545454546,0.7272727272727273,0.0909090909090909,0.3181818181818182,0.5454545454545454
29-1021.00,"Dentists, General",0.05,0.25,0.45,0.15,0.225,0.3
29-1022.00,Oral and Maxillofacial Surgeons,0.0,0.04,0.08,0.0,0.08,0.16
29-1023.00,Orthodontists,0.0,0.3,0.6000000000000001,0.0,0.2,0.4
29-1024.00,Prosthodontists,0.0,0.0454545454545454,0.0909090909090909,0.0,0.0909090909090909,0.1818181818181818
29-1031.00,Dietitians and Nutritionists,0.1463414634146341,0.5487804878048781,0.951219512195122,0.2682926829268293,0.4634146341463415,0.6585365853658537
29-1041.00,Optometrists,0.0,0.3,0.6000000000000001,0.0,0.05,0.1
29-1051.00,Pharmacists,0.1142857142857142,0.4285714285714285,0.7428571428571429,0.2857142857142857,0.3999999999999999,0.5142857142857142
29-1071.00,Physician Assistants,0.0,0.375,0.75,0.0,0.125,0.25
29-1071.01,Anesthesiologist Assistants,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0952380952380952,0.1904761904761904
29-1081.00,Podiatrists,0.0,0.2857142857142857,0.5714285714285714,0.1904761904761904,0.2857142857142857,0.3809523809523809
29-1122.00,Occupational Therapists,0.1212121212121212,0.303030303030303,0.4848484848484848,0.1212121212121212,0.3939393939393939,0.6666666666666667
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",0.1,0.275,0.45,0.2,0.2875,0.375
29-1123.00,Physical Therapists,0.0851063829787234,0.1914893617021276,0.2978723404255319,0.1276595744680851,0.3404255319148936,0.5531914893617021
29-1124.00,Radiation Therapists,0.048780487804878,0.2804878048780488,0.5121951219512195,0.024390243902439,0.1707317073170731,0.3170731707317073
29-1125.00,Recreational Therapists,0.0909090909090909,0.3181818181818182,0.5454545454545454,0.0909090909090909,0.3636363636363636,0.6363636363636364
29-1126.00,Respiratory Therapists,0.0952380952380952,0.2023809523809523,0.3095238095238095,0.0952380952380952,0.1904761904761904,0.2857142857142857
29-1127.00,Speech-Language Pathologists,0.1707317073170731,0.4512195121951219,0.7317073170731707,0.0975609756097561,0.3902439024390244,0.6829268292682927
29-1128.00,Exercise Physiologists,0.04,0.26,0.48,0.28,0.34,0.4
29-1129.01,Art Therapists,0.0425531914893617,0.2978723404255319,0.5531914893617021,0.0851063829787234,0.3191489361702128,0.5531914893617021
29-1129.02,Music Therapists,0.1333333333333333,0.4333333333333333,0.7333333333333333,0.1666666666666666,0.5,0.8333333333333334
29-1131.00,Veterinarians,0.081081081081081,0.2702702702702703,0.4594594594594595,0.027027027027027,0.2297297297297297,0.4324324324324324
29-1141.00,Registered Nurses,0.0476190476190476,0.3333333333333333,0.6190476190476191,0.1904761904761904,0.3809523809523809,0.5714285714285714
29-1141.01,Acute Care Nurses,0.0408163265306122,0.3061224489795918,0.5714285714285714,0.1224489795918367,0.3265306122448979,0.5306122448979591
29-1141.02,Advanced Practice Psychiatric Nurses,0.0888888888888888,0.4666666666666667,0.8444444444444444,0.3111111111111111,0.4444444444444445,0.5777777777777778
29-1141.03,Critical Care Nurses,0.1034482758620689,0.3448275862068966,0.5862068965517241,0.0344827586206896,0.1896551724137931,0.3448275862068966
29-1141.04,Clinical Nurse Specialists,0.0666666666666666,0.45,0.8333333333333334,0.1333333333333333,0.3333333333333333,0.5333333333333333
29-1151.00,Nurse Anesthetists,0.0,0.1666666666666666,0.3333333333333333,0.0,0.125,0.25
29-1161.00,Nurse Midwives,0.1951219512195122,0.3902439024390244,0.5853658536585367,0.0975609756097561,0.2926829268292683,0.4878048780487805
29-1171.00,Nurse Practitioners,0.037037037037037,0.4814814814814814,0.9259259259259258,0.074074074074074,0.3148148148148147,0.5555555555555556
29-1181.00,Audiologists,0.1363636363636363,0.4545454545454546,0.7727272727272727,0.2272727272727273,0.4545454545454546,0.6818181818181819
29-1211.00,Anesthesiologists,0.0,0.25,0.5,0.0588235294117647,0.2941176470588235,0.5294117647058824
29-1212.00,Cardiologists,0.0,0.3461538461538461,0.6923076923076923,0.0769230769230769,0.2307692307692307,0.3846153846153846
29-1213.00,Dermatologists,0.0,0.3823529411764705,0.7647058823529411,0.1764705882352941,0.3235294117647059,0.4705882352941176
29-1214.00,Emergency Medicine Physicians,0.0588235294117647,0.4411764705882353,0.8235294117647058,0.1764705882352941,0.3529411764705882,0.5294117647058824
29-1215.00,Family Medicine Physicians,0.0,0.4375,0.875,0.2083333333333333,0.375,0.5416666666666666
29-1216.00,General Internal Medicine Physicians,0.0,0.4571428571428571,0.9142857142857144,0.2857142857142857,0.3714285714285714,0.4571428571428571
29-1217.00,Neurologists,0.0434782608695652,0.4565217391304347,0.8695652173913043,0.1304347826086956,0.3695652173913043,0.6086956521739131
29-1218.00,Obstetricians and Gynecologists,0.0,0.3928571428571428,0.7857142857142857,0.1785714285714285,0.3035714285714285,0.4285714285714285
29-1221.00,"Pediatricians, General",0.0,0.4833333333333333,0.9666666666666668,0.2333333333333333,0.3666666666666667,0.5
29-1222.00,"Physicians, Pathologists",0.0606060606060606,0.4696969696969697,0.8787878787878788,0.0606060606060606,0.3181818181818182,0.5757575757575758
